noise_percentage,confidence_factor,correctly_classified,accuracy
26.700,0.175,769,40.7309
26.700,0.1,710,37.6059
26.700,0.225,770,40.7839
26.700,0.25,774,40.9958
26.700,0.275,892,47.2458
26.700,0.2,770,40.7839
26.700,0.325,934,49.4703
26.700,0.350,959,50.7945
26.700,0.375,967,51.2182
26.700,0.3,920,48.7288
26.700,0.425,995,52.7013
26.700,0.45,1000,52.9661
26.700,0.475,1000,52.9661
26.700,0.4,981,51.9597
26.700,0.5,1000,52.9661
26.750,0.025,688,36.4407
26.750,0.05,688,36.4407
26.750,0.075,688,36.4407
26.750,0.125,688,36.4407
26.750,0.150,750,39.7246
26.750,0.175,750,39.7246
26.750,0.1,688,36.4407
26.750,0.225,753,39.8835
26.750,0.25,815,43.1674
26.750,0.275,867,45.9216
26.750,0.2,752,39.8305
26.750,0.325,989,52.3835
26.750,0.350,989,52.3835
26.750,0.375,1005,53.2309
26.750,0.3,953,50.4767
26.750,0.425,1023,54.1843
26.750,0.45,1031,54.6081
26.750,0.475,1034,54.7669
26.750,0.4,1019,53.9725
26.750,0.5,1034,54.7669
26.800,0.025,671,35.5403
26.800,0.05,671,35.5403
26.800,0.075,717,37.9767
26.800,0.125,721,38.1886
26.800,0.150,774,40.9958
26.800,0.175,783,41.4725
26.800,0.1,718,38.0297
26.800,0.225,789,41.7903
26.800,0.25,840,44.4915
26.800,0.275,842,44.5975
26.800,0.2,789,41.7903
26.800,0.325,961,50.9004
26.800,0.350,968,51.2712
26.800,0.375,987,52.2775
26.800,0.3,931,49.3114
26.800,0.425,1012,53.6017
26.800,0.45,1012,53.6017
26.800,0.475,1019,53.9725
26.800,0.4,998,52.8602
26.800,0.5,1023,54.1843
26.850,0.025,663,35.1165
26.850,0.05,663,35.1165
26.850,0.075,663,35.1165
26.850,0.125,728,38.5593
26.850,0.150,728,38.5593
26.850,0.175,728,38.5593
26.850,0.1,724,38.3475
26.850,0.225,757,40.0953
26.850,0.25,785,41.5784
26.850,0.275,911,48.2521
26.850,0.2,728,38.5593
26.850,0.325,979,51.8538
26.850,0.350,988,52.3305
26.850,0.375,1001,53.0191
26.850,0.3,964,51.0593
26.850,0.425,1012,53.6017
26.850,0.45,1023,54.1843
26.850,0.475,1027,54.3962
26.850,0.4,1008,53.3898
26.850,0.5,1027,54.3962
26.900,0.025,688,36.4407
26.900,0.05,688,36.4407
26.900,0.075,688,36.4407
26.900,0.125,734,38.8771
26.900,0.150,750,39.7246
26.900,0.175,753,39.8835
26.900,0.1,734,38.8771
26.900,0.225,830,43.9619
26.900,0.25,835,44.2267
26.900,0.275,837,44.3326
26.900,0.2,825,43.697
26.900,0.325,966,51.1653
26.900,0.350,991,52.4894
26.900,0.375,1001,53.0191
26.900,0.3,963,51.0064
26.900,0.425,1015,53.7606
26.900,0.45,1025,54.2903
26.900,0.475,1030,54.5551
26.900,0.4,1001,53.0191
26.900,0.5,1032,54.661
26.950,0.025,672,35.5932
26.950,0.05,672,35.5932
26.950,0.075,713,37.7648
26.950,0.125,720,38.1356
26.950,0.150,770,40.7839
26.950,0.175,770,40.7839
26.950,0.1,715,37.8708
26.950,0.225,784,41.5254
26.950,0.25,792,41.9492
26.950,0.275,792,41.9492
26.950,0.2,775,41.0487
26.950,0.325,970,51.3771
26.950,0.350,991,52.4894
26.950,0.375,997,52.8072
26.950,0.3,942,49.8941
26.950,0.425,1005,53.2309
26.950,0.45,1007,53.3369
26.950,0.475,1010,53.4958
26.950,0.4,1001,53.0191
26.950,0.5,1010,53.4958
27.000,0.025,666,35.2754
27.000,0.05,666,35.2754
27.000,0.075,666,35.2754
27.000,0.125,713,37.7648
27.000,0.150,716,37.9237
27.000,0.175,721,38.1886
27.000,0.1,713,37.7648
27.000,0.225,803,42.5318
27.000,0.25,931,49.3114
27.000,0.275,939,49.7352
27.000,0.2,723,38.2945
27.000,0.325,975,51.6419
27.000,0.350,978,51.8008
27.000,0.375,998,52.8602
27.000,0.3,964,51.0593
27.000,0.425,1012,53.6017
27.000,0.45,1012,53.6017
27.000,0.475,1015,53.7606
27.000,0.4,1004,53.178
27.000,0.5,1015,53.7606
27.050,0.025,680,36.0169
27.050,0.05,680,36.0169
27.050,0.075,680,36.0169
27.050,0.125,724,38.3475
27.050,0.150,724,38.3475
27.050,0.175,724,38.3475
27.050,0.1,680,36.0169
27.050,0.225,790,41.8432
27.050,0.25,793,42.0021
27.050,0.275,952,50.4237
27.050,0.2,725,38.4004
27.050,0.325,965,51.1123
27.050,0.350,980,51.9068
27.050,0.375,992,52.5424
27.050,0.3,963,51.0064
27.050,0.425,1017,53.8665
27.050,0.45,1021,54.0784
27.050,0.475,1027,54.3962
27.050,0.4,995,52.7013
27.050,0.5,1027,54.3962
27.100,0.025,674,35.6992
27.100,0.05,674,35.6992
27.100,0.075,726,38.4534
27.100,0.125,732,38.7712
27.100,0.150,746,39.5127
27.100,0.175,812,43.0085
27.100,0.1,729,38.6123
27.100,0.225,822,43.5381
27.100,0.25,826,43.75
27.100,0.275,931,49.3114
27.100,0.2,815,43.1674
27.100,0.325,959,50.7945
27.100,0.350,961,50.9004
27.100,0.375,999,52.9131
27.100,0.3,957,50.6886
27.100,0.425,1032,54.661
27.100,0.45,1036,54.8729
27.100,0.475,1038,54.9788
27.100,0.4,1013,53.6547
27.100,0.5,1038,54.9788
27.150,0.025,683,36.1758
27.150,0.05,683,36.1758
27.150,0.075,683,36.1758
27.150,0.125,756,40.0424
27.150,0.150,756,40.0424
27.150,0.175,756,40.0424
27.150,0.1,751,39.7775
27.150,0.225,756,40.0424
27.150,0.25,811,42.9555
27.150,0.275,835,44.2267
27.150,0.2,756,40.0424
27.150,0.325,959,50.7945
27.150,0.350,983,52.0657
27.150,0.375,991,52.4894
27.150,0.3,926,49.0466
27.150,0.425,999,52.9131
27.150,0.45,1011,53.5487
27.150,0.475,1017,53.8665
27.150,0.4,991,52.4894
27.150,0.5,1017,53.8665
27.200,0.025,674,35.6992
27.200,0.05,674,35.6992
27.200,0.075,674,35.6992
27.200,0.125,674,35.6992
27.200,0.150,712,37.7119
27.200,0.175,712,37.7119
27.200,0.1,674,35.6992
27.200,0.225,832,44.0678
27.200,0.25,832,44.0678
27.200,0.275,941,49.8411
27.200,0.2,786,41.6314
27.200,0.325,988,52.3305
27.200,0.350,1013,53.6547
27.200,0.375,1016,53.8136
27.200,0.3,951,50.3708
27.200,0.425,1028,54.4492
27.200,0.45,1032,54.661
27.200,0.475,1035,54.8199
27.200,0.4,1018,53.9195
27.200,0.5,1035,54.8199
27.250,0.025,664,35.1695
27.250,0.05,664,35.1695
27.250,0.075,705,37.3411
27.250,0.125,711,37.6589
27.250,0.150,713,37.7648
27.250,0.175,713,37.7648
27.250,0.1,711,37.6589
27.250,0.225,715,37.8708
27.250,0.25,753,39.8835
27.250,0.275,921,48.7818
27.250,0.2,715,37.8708
27.250,0.325,928,49.1525
27.250,0.350,981,51.9597
27.250,0.375,983,52.0657
27.250,0.3,928,49.1525
27.250,0.425,997,52.8072
27.250,0.45,1006,53.2839
27.250,0.475,1010,53.4958
27.250,0.4,986,52.2246
27.250,0.5,1010,53.4958
27.300,0.025,671,35.5403
27.300,0.05,671,35.5403
27.300,0.075,718,38.0297
27.300,0.125,753,39.8835
27.300,0.150,753,39.8835
27.300,0.175,753,39.8835
27.300,0.1,744,39.4068
27.300,0.225,757,40.0953
27.300,0.25,807,42.7436
27.300,0.275,807,42.7436
27.300,0.2,754,39.9364
27.300,0.325,964,51.0593
27.300,0.350,966,51.1653
27.300,0.375,966,51.1653
27.300,0.3,950,50.3178
27.300,0.425,1000,52.9661
27.300,0.45,1004,53.178
27.300,0.475,1006,53.2839
27.300,0.4,990,52.4364
27.300,0.5,1010,53.4958
27.350,0.025,678,35.911
27.350,0.05,678,35.911
27.350,0.075,678,35.911
27.350,0.125,716,37.9237
27.350,0.150,746,39.5127
27.350,0.175,746,39.5127
27.350,0.1,678,35.911
27.350,0.225,814,43.1144
27.350,0.25,815,43.1674
27.350,0.275,920,48.7288
27.350,0.2,790,41.8432
27.350,0.325,980,51.9068
27.350,0.350,987,52.2775
27.350,0.375,993,52.5953
27.350,0.3,943,49.947
27.350,0.425,1004,53.178
27.350,0.45,1009,53.4428
27.350,0.475,1012,53.6017
27.350,0.4,997,52.8072
27.350,0.5,1012,53.6017
27.400,0.025,677,35.8581
27.400,0.05,728,38.5593
27.400,0.075,728,38.5593
27.400,0.125,729,38.6123
27.400,0.150,731,38.7182
27.400,0.175,785,41.5784
27.400,0.1,729,38.6123
27.400,0.225,825,43.697
27.400,0.25,828,43.8559
27.400,0.275,970,51.3771
27.400,0.2,811,42.9555
27.400,0.325,1003,53.125
27.400,0.350,1006,53.2839
27.400,0.375,1011,53.5487
27.400,0.3,989,52.3835
27.400,0.425,1035,54.8199
27.400,0.45,1045,55.3496
27.400,0.475,1048,55.5085
27.400,0.4,1023,54.1843
27.400,0.5,1048,55.5085
27.450,0.025,670,35.4873
27.450,0.05,670,35.4873
27.450,0.075,670,35.4873
27.450,0.125,726,38.4534
27.450,0.150,726,38.4534
27.450,0.175,775,41.0487
27.450,0.1,726,38.4534
27.450,0.225,775,41.0487
27.450,0.25,906,47.9873
27.450,0.275,913,48.3581
27.450,0.2,775,41.0487
27.450,0.325,945,50.053
27.450,0.350,970,51.3771
27.450,0.375,978,51.8008
27.450,0.3,932,49.3644
27.450,0.425,1028,54.4492
27.450,0.45,1038,54.9788
27.450,0.475,1038,54.9788
27.450,0.4,1017,53.8665
27.450,0.5,1038,54.9788
27.500,0.025,655,34.6928
27.500,0.05,655,34.6928
27.500,0.075,707,37.447
27.500,0.125,709,37.553
27.500,0.150,779,41.2606
27.500,0.175,793,42.0021
27.500,0.1,709,37.553
27.500,0.225,808,42.7966
27.500,0.25,840,44.4915
27.500,0.275,843,44.6504
27.500,0.2,798,42.2669
27.500,0.325,956,50.6356
27.500,0.350,960,50.8475
27.500,0.375,966,51.1653
27.500,0.3,946,50.1059
27.500,0.425,1001,53.0191
27.500,0.45,1008,53.3898
27.500,0.475,1014,53.7076
27.500,0.4,986,52.2246
27.500,0.5,1014,53.7076
27.550,0.025,660,34.9576
27.550,0.05,660,34.9576
27.550,0.075,660,34.9576
27.550,0.125,704,37.2881
27.550,0.150,704,37.2881
27.550,0.175,704,37.2881
27.550,0.1,660,34.9576
27.550,0.225,831,44.0148
27.550,0.25,834,44.1737
27.550,0.275,937,49.6292
27.550,0.2,826,43.75
27.550,0.325,971,51.4301
27.550,0.350,974,51.589
27.550,0.375,987,52.2775
27.550,0.3,946,50.1059
27.550,0.425,1010,53.4958
27.550,0.45,1012,53.6017
27.550,0.475,1015,53.7606
27.550,0.4,1003,53.125
27.550,0.5,1025,54.2903
27.600,0.025,656,34.7458
27.600,0.05,656,34.7458
27.600,0.075,656,34.7458
27.600,0.125,704,37.2881
27.600,0.150,720,38.1356
27.600,0.175,722,38.2415
27.600,0.1,656,34.7458
27.600,0.225,808,42.7966
27.600,0.25,813,43.0614
27.600,0.275,960,50.8475
27.600,0.2,774,40.9958
27.600,0.325,972,51.4831
27.600,0.350,972,51.4831
27.600,0.375,982,52.0127
27.600,0.3,970,51.3771
27.600,0.425,997,52.8072
27.600,0.45,1003,53.125
27.600,0.475,1009,53.4428
27.600,0.4,986,52.2246
27.600,0.5,1009,53.4428
27.650,0.025,652,34.5339
27.650,0.05,652,34.5339
27.650,0.075,652,34.5339
27.650,0.125,698,36.9703
27.650,0.150,725,38.4004
27.650,0.175,741,39.2479
27.650,0.1,693,36.7055
27.650,0.225,832,44.0678
27.650,0.25,832,44.0678
27.650,0.275,849,44.9682
27.650,0.2,822,43.5381
27.650,0.325,940,49.7881
27.650,0.350,978,51.8008
27.650,0.375,981,51.9597
27.650,0.3,936,49.5763
27.650,0.425,1005,53.2309
27.650,0.45,1010,53.4958
27.650,0.475,1010,53.4958
27.650,0.4,986,52.2246
27.650,0.5,1010,53.4958
27.700,0.025,684,36.2288
27.700,0.05,684,36.2288
27.700,0.075,733,38.8242
27.700,0.125,735,38.9301
27.700,0.150,735,38.9301
27.700,0.175,735,38.9301
27.700,0.1,735,38.9301
27.700,0.225,829,43.9089
27.700,0.25,832,44.0678
27.700,0.275,952,50.4237
27.700,0.2,745,39.4597
27.700,0.325,978,51.8008
27.700,0.350,999,52.9131
27.700,0.375,1002,53.072
27.700,0.3,978,51.8008
27.700,0.425,1031,54.6081
27.700,0.45,1033,54.714
27.700,0.475,1033,54.714
27.700,0.4,1006,53.2839
27.700,0.5,1038,54.9788
27.750,0.025,660,34.9576
27.750,0.05,660,34.9576
27.750,0.075,660,34.9576
27.750,0.125,730,38.6653
27.750,0.150,730,38.6653
27.750,0.175,730,38.6653
27.750,0.1,706,37.3941
27.750,0.225,766,40.572
27.750,0.25,779,41.2606
27.750,0.275,795,42.1081
27.750,0.2,732,38.7712
27.750,0.325,959,50.7945
27.750,0.350,999,52.9131
27.750,0.375,1002,53.072
27.750,0.3,942,49.8941
27.750,0.425,1022,54.1314
27.750,0.45,1024,54.2373
27.750,0.475,1024,54.2373
27.750,0.4,1017,53.8665
27.750,0.5,1032,54.661
27.800,0.025,669,35.4343
27.800,0.05,669,35.4343
27.800,0.075,669,35.4343
27.800,0.125,718,38.0297
27.800,0.150,777,41.1547
27.800,0.175,793,42.0021
27.800,0.1,718,38.0297
27.800,0.225,794,42.0551
27.800,0.25,831,44.0148
27.800,0.275,910,48.1992
27.800,0.2,793,42.0021
27.800,0.325,967,51.2182
27.800,0.350,987,52.2775
27.800,0.375,990,52.4364
27.800,0.3,955,50.5826
27.800,0.425,1011,53.5487
27.800,0.45,1016,53.8136
27.800,0.475,1025,54.2903
27.800,0.4,1000,52.9661
27.800,0.5,1025,54.2903
27.850,0.025,654,34.6398
27.850,0.05,654,34.6398
27.850,0.075,654,34.6398
27.850,0.125,721,38.1886
27.850,0.150,721,38.1886
27.850,0.175,721,38.1886
27.850,0.1,654,34.6398
27.850,0.225,794,42.0551
27.850,0.25,922,48.8347
27.850,0.275,962,50.9534
27.850,0.2,784,41.5254
27.850,0.325,974,51.589
27.850,0.350,985,52.1716
27.850,0.375,995,52.7013
27.850,0.3,973,51.536
27.850,0.425,1011,53.5487
27.850,0.45,1016,53.8136
27.850,0.475,1019,53.9725
27.850,0.4,1009,53.4428
27.850,0.5,1027,54.3962
27.900,0.025,673,35.6462
27.900,0.05,673,35.6462
27.900,0.075,673,35.6462
27.900,0.125,734,38.8771
27.900,0.150,734,38.8771
27.900,0.175,734,38.8771
27.900,0.1,734,38.8771
27.900,0.225,788,41.7373
27.900,0.25,830,43.9619
27.900,0.275,848,44.9153
27.900,0.2,734,38.8771
27.900,0.325,991,52.4894
27.900,0.350,1002,53.072
27.900,0.375,1011,53.5487
27.900,0.3,979,51.8538
27.900,0.425,1023,54.1843
27.900,0.45,1030,54.5551
27.900,0.475,1039,55.0318
27.900,0.4,1019,53.9725
27.900,0.5,1043,55.2436
27.950,0.025,680,36.0169
27.950,0.05,680,36.0169
27.950,0.075,680,36.0169
27.950,0.125,728,38.5593
27.950,0.150,730,38.6653
27.950,0.175,730,38.6653
27.950,0.1,728,38.5593
27.950,0.225,797,42.214
27.950,0.25,797,42.214
27.950,0.275,923,48.8877
27.950,0.2,730,38.6653
27.950,0.325,949,50.2648
27.950,0.350,978,51.8008
27.950,0.375,988,52.3305
27.950,0.3,935,49.5233
27.950,0.425,1001,53.0191
27.950,0.45,1032,54.661
27.950,0.475,1035,54.8199
27.950,0.4,995,52.7013
27.950,0.5,1035,54.8199
28.000,0.025,667,35.3284
28.000,0.05,667,35.3284
28.000,0.075,712,37.7119
28.000,0.125,712,37.7119
28.000,0.150,717,37.9767
28.000,0.175,717,37.9767
28.000,0.1,712,37.7119
28.000,0.225,846,44.8093
28.000,0.25,955,50.5826
28.000,0.275,982,52.0127
28.000,0.2,780,41.3136
28.000,0.325,997,52.8072
28.000,0.350,1010,53.4958
28.000,0.375,1023,54.1843
28.000,0.3,994,52.6483
28.000,0.425,1032,54.661
28.000,0.45,1034,54.7669
28.000,0.475,1040,55.0847
28.000,0.4,1025,54.2903
28.000,0.5,1040,55.0847
28.050,0.025,665,35.2225
28.050,0.05,665,35.2225
28.050,0.075,665,35.2225
28.050,0.125,710,37.6059
28.050,0.150,710,37.6059
28.050,0.175,710,37.6059
28.050,0.1,710,37.6059
28.050,0.225,857,45.3919
28.050,0.25,889,47.0869
28.050,0.275,911,48.2521
28.050,0.2,710,37.6059
28.050,0.325,969,51.3242
28.050,0.350,995,52.7013
28.050,0.375,1010,53.4958
28.050,0.3,915,48.464
28.050,0.425,1034,54.7669
28.050,0.45,1034,54.7669
28.050,0.475,1034,54.7669
28.050,0.4,1024,54.2373
28.050,0.5,1034,54.7669
28.100,0.025,657,34.7987
28.100,0.05,657,34.7987
28.100,0.075,657,34.7987
28.100,0.125,704,37.2881
28.100,0.150,706,37.3941
28.100,0.175,706,37.3941
28.100,0.1,657,34.7987
28.100,0.225,778,41.2076
28.100,0.25,802,42.4788
28.100,0.275,954,50.5297
28.100,0.2,776,41.1017
28.100,0.325,977,51.7479
28.100,0.350,979,51.8538
28.100,0.375,983,52.0657
28.100,0.3,972,51.4831
28.100,0.425,1002,53.072
28.100,0.45,1011,53.5487
28.100,0.475,1011,53.5487
28.100,0.4,991,52.4894
28.100,0.5,1011,53.5487
28.150,0.025,656,34.7458
28.150,0.05,656,34.7458
28.150,0.075,656,34.7458
28.150,0.125,703,37.2352
28.150,0.150,703,37.2352
28.150,0.175,703,37.2352
28.150,0.1,701,37.1292
28.150,0.225,737,39.036
28.150,0.25,756,40.0424
28.150,0.275,901,47.7225
28.150,0.2,703,37.2352
28.150,0.325,947,50.1589
28.150,0.350,960,50.8475
28.150,0.375,972,51.4831
28.150,0.3,939,49.7352
28.150,0.425,1003,53.125
28.150,0.45,1003,53.125
28.150,0.475,1021,54.0784
28.150,0.4,993,52.5953
28.150,0.5,1021,54.0784
28.200,0.025,667,35.3284
28.200,0.05,667,35.3284
28.200,0.075,667,35.3284
28.200,0.125,710,37.6059
28.200,0.150,776,41.1017
28.200,0.175,779,41.2606
28.200,0.1,667,35.3284
28.200,0.225,817,43.2733
28.200,0.25,824,43.6441
28.200,0.275,912,48.3051
28.200,0.2,779,41.2606
28.200,0.325,937,49.6292
28.200,0.350,954,50.5297
28.200,0.375,971,51.4301
28.200,0.3,933,49.4174
28.200,0.425,1005,53.2309
28.200,0.45,1005,53.2309
28.200,0.475,1008,53.3898
28.200,0.4,988,52.3305
28.200,0.5,1008,53.3898
28.250,0.025,654,34.6398
28.250,0.05,654,34.6398
28.250,0.075,698,36.9703
28.250,0.125,698,36.9703
28.250,0.150,700,37.0763
28.250,0.175,764,40.4661
28.250,0.1,698,36.9703
28.250,0.225,769,40.7309
28.250,0.25,772,40.8898
28.250,0.275,924,48.9407
28.250,0.2,764,40.4661
28.250,0.325,973,51.536
28.250,0.350,985,52.1716
28.250,0.375,996,52.7542
28.250,0.3,953,50.4767
28.250,0.425,1018,53.9195
28.250,0.45,1029,54.5021
28.250,0.475,1038,54.9788
28.250,0.4,1005,53.2309
28.250,0.5,1038,54.9788
28.300,0.025,670,35.4873
28.300,0.05,670,35.4873
28.300,0.075,670,35.4873
28.300,0.125,716,37.9237
28.300,0.150,716,37.9237
28.300,0.175,716,37.9237
28.300,0.1,670,35.4873
28.300,0.225,797,42.214
28.300,0.25,816,43.2203
28.300,0.275,821,43.4852
28.300,0.2,767,40.625
28.300,0.325,933,49.4174
28.300,0.350,950,50.3178
28.300,0.375,956,50.6356
28.300,0.3,834,44.1737
28.300,0.425,989,52.3835
28.300,0.45,996,52.7542
28.300,0.475,996,52.7542
28.300,0.4,975,51.6419
28.300,0.5,1000,52.9661
28.350,0.025,659,34.9047
28.350,0.05,659,34.9047
28.350,0.075,659,34.9047
28.350,0.125,702,37.1822
28.350,0.150,704,37.2881
28.350,0.175,704,37.2881
28.350,0.1,702,37.1822
28.350,0.225,921,48.7818
28.350,0.25,943,49.947
28.350,0.275,951,50.3708
28.350,0.2,801,42.4258
28.350,0.325,961,50.9004
28.350,0.350,972,51.4831
28.350,0.375,1000,52.9661
28.350,0.3,956,50.6356
28.350,0.425,1026,54.3432
28.350,0.45,1031,54.6081
28.350,0.475,1034,54.7669
28.350,0.4,1008,53.3898
28.350,0.5,1034,54.7669
28.400,0.025,662,35.0636
28.400,0.05,662,35.0636
28.400,0.075,729,38.6123
28.400,0.125,732,38.7712
28.400,0.150,732,38.7712
28.400,0.175,790,41.8432
28.400,0.1,732,38.7712
28.400,0.225,805,42.6377
28.400,0.25,810,42.9025
28.400,0.275,896,47.4576
28.400,0.2,790,41.8432
28.400,0.325,955,50.5826
28.400,0.350,992,52.5424
28.400,0.375,1005,53.2309
28.400,0.3,902,47.7754
28.400,0.425,1009,53.4428
28.400,0.45,1015,53.7606
28.400,0.475,1015,53.7606
28.400,0.4,1005,53.2309
28.400,0.5,1015,53.7606
28.450,0.025,666,35.2754
28.450,0.05,666,35.2754
28.450,0.075,716,37.9237
28.450,0.125,718,38.0297
28.450,0.150,718,38.0297
28.450,0.175,718,38.0297
28.450,0.1,718,38.0297
28.450,0.225,718,38.0297
28.450,0.25,758,40.1483
28.450,0.275,923,48.8877
28.450,0.2,718,38.0297
28.450,0.325,960,50.8475
28.450,0.350,975,51.6419
28.450,0.375,1007,53.3369
28.450,0.3,954,50.5297
28.450,0.425,1017,53.8665
28.450,0.45,1019,53.9725
28.450,0.475,1022,54.1314
28.450,0.4,1013,53.6547
28.450,0.5,1027,54.3962
28.500,0.025,671,35.5403
28.500,0.05,671,35.5403
28.500,0.075,671,35.5403
28.500,0.125,719,38.0826
28.500,0.150,719,38.0826
28.500,0.175,721,38.1886
28.500,0.1,671,35.5403
28.500,0.225,726,38.4534
28.500,0.25,787,41.6843
28.500,0.275,878,46.5042
28.500,0.2,722,38.2415
28.500,0.325,985,52.1716
28.500,0.350,992,52.5424
28.500,0.375,1003,53.125
28.500,0.3,980,51.9068
28.500,0.425,1010,53.4958
28.500,0.45,1014,53.7076
28.500,0.475,1020,54.0254
28.500,0.4,1007,53.3369
28.500,0.5,1020,54.0254
28.550,0.025,668,35.3814
28.550,0.05,668,35.3814
28.550,0.075,668,35.3814
28.550,0.125,725,38.4004
28.550,0.150,725,38.4004
28.550,0.175,725,38.4004
28.550,0.1,668,35.3814
28.550,0.225,728,38.5593
28.550,0.25,728,38.5593
28.550,0.275,832,44.0678
28.550,0.2,728,38.5593
28.550,0.325,912,48.3051
28.550,0.350,926,49.0466
28.550,0.375,956,50.6356
28.550,0.3,846,44.8093
28.550,0.425,962,50.9534
28.550,0.45,966,51.1653
28.550,0.475,973,51.536
28.550,0.4,958,50.7415
28.550,0.5,973,51.536
28.600,0.025,660,34.9576
28.600,0.05,660,34.9576
28.600,0.075,660,34.9576
28.600,0.125,724,38.3475
28.600,0.150,711,37.6589
28.600,0.175,711,37.6589
28.600,0.1,700,37.0763
28.600,0.225,848,44.9153
28.600,0.25,910,48.1992
28.600,0.275,923,48.8877
28.600,0.2,711,37.6589
28.600,0.325,973,51.536
28.600,0.350,984,52.1186
28.600,0.375,1023,54.1843
28.600,0.3,939,49.7352
28.600,0.425,1038,54.9788
28.600,0.45,1038,54.9788
28.600,0.475,1040,55.0847
28.600,0.4,1034,54.7669
28.600,0.5,1040,55.0847
28.650,0.025,669,35.4343
28.650,0.05,669,35.4343
28.650,0.075,728,38.5593
28.650,0.125,785,41.5784
28.650,0.150,785,41.5784
28.650,0.175,785,41.5784
28.650,0.1,728,38.5593
28.650,0.225,790,41.8432
28.650,0.25,847,44.8623
28.650,0.275,884,46.822
28.650,0.2,788,41.7373
28.650,0.325,963,51.0064
28.650,0.350,963,51.0064
28.650,0.375,995,52.7013
28.650,0.3,951,50.3708
28.650,0.425,1012,53.6017
28.650,0.45,1019,53.9725
28.650,0.475,1019,53.9725
28.650,0.4,1005,53.2309
28.650,0.5,1019,53.9725
28.700,0.025,662,35.0636
28.700,0.05,662,35.0636
28.700,0.075,715,37.8708
28.700,0.125,715,37.8708
28.700,0.150,715,37.8708
28.700,0.175,756,40.0424
28.700,0.1,715,37.8708
28.700,0.225,806,42.6907
28.700,0.25,850,45.0212
28.700,0.275,859,45.4979
28.700,0.2,756,40.0424
28.700,0.325,987,52.2775
28.700,0.350,1008,53.3898
28.700,0.375,1010,53.4958
28.700,0.3,985,52.1716
28.700,0.425,1018,53.9195
28.700,0.45,1027,54.3962
28.700,0.475,1031,54.6081
28.700,0.4,1014,53.7076
28.700,0.5,1031,54.6081
28.750,0.025,647,34.2691
28.750,0.05,705,37.3411
28.750,0.075,705,37.3411
28.750,0.125,707,37.447
28.750,0.150,707,37.447
28.750,0.175,707,37.447
28.750,0.1,705,37.3411
28.750,0.225,915,48.464
28.750,0.25,919,48.6758
28.750,0.275,924,48.9407
28.750,0.2,708,37.5
28.750,0.325,985,52.1716
28.750,0.350,991,52.4894
28.750,0.375,999,52.9131
28.750,0.3,948,50.2119
28.750,0.425,1020,54.0254
28.750,0.45,1020,54.0254
28.750,0.475,1023,54.1843
28.750,0.4,1014,53.7076
28.750,0.5,1023,54.1843
28.800,0.025,672,35.5932
28.800,0.05,672,35.5932
28.800,0.075,711,37.6589
28.800,0.125,722,38.2415
28.800,0.150,733,38.8242
28.800,0.175,733,38.8242
28.800,0.1,715,37.8708
28.800,0.225,916,48.5169
28.800,0.25,936,49.5763
28.800,0.275,943,49.947
28.800,0.2,792,41.9492
28.800,0.325,984,52.1186
28.800,0.350,990,52.4364
28.800,0.375,1004,53.178
28.800,0.3,983,52.0657
28.800,0.425,1025,54.2903
28.800,0.45,1031,54.6081
28.800,0.475,1041,55.1377
28.800,0.4,1011,53.5487
28.800,0.5,1041,55.1377
28.850,0.025,637,33.7394
28.850,0.05,637,33.7394
28.850,0.075,637,33.7394
28.850,0.125,745,39.4597
28.850,0.150,752,39.8305
28.850,0.175,776,41.1017
28.850,0.1,724,38.3475
28.850,0.225,820,43.4322
28.850,0.25,896,47.4576
28.850,0.275,943,49.947
28.850,0.2,809,42.8496
28.850,0.325,969,51.3242
28.850,0.350,972,51.4831
28.850,0.375,984,52.1186
28.850,0.3,954,50.5297
28.850,0.425,994,52.6483
28.850,0.45,1000,52.9661
28.850,0.475,1010,53.4958
28.850,0.4,985,52.1716
28.850,0.5,1010,53.4958
28.900,0.025,658,34.8517
28.900,0.05,658,34.8517
28.900,0.075,707,37.447
28.900,0.125,727,38.5064
28.900,0.150,727,38.5064
28.900,0.175,789,41.7903
28.900,0.1,707,37.447
28.900,0.225,804,42.5847
28.900,0.25,810,42.9025
28.900,0.275,911,48.2521
28.900,0.2,802,42.4788
28.900,0.325,991,52.4894
28.900,0.350,1000,52.9661
28.900,0.375,1010,53.4958
28.900,0.3,948,50.2119
28.900,0.425,1029,54.5021
28.900,0.45,1035,54.8199
28.900,0.475,1040,55.0847
28.900,0.4,1018,53.9195
28.900,0.5,1040,55.0847
28.950,0.025,631,33.4216
28.950,0.05,683,36.1758
28.950,0.075,685,36.2818
28.950,0.125,690,36.5466
28.950,0.150,690,36.5466
28.950,0.175,690,36.5466
28.950,0.1,687,36.3877
28.950,0.225,784,41.5254
28.950,0.25,787,41.6843
28.950,0.275,919,48.6758
28.950,0.2,784,41.5254
28.950,0.325,978,51.8008
28.950,0.350,980,51.9068
28.950,0.375,987,52.2775
28.950,0.3,961,50.9004
28.950,0.425,1012,53.6017
28.950,0.45,1016,53.8136
28.950,0.475,1020,54.0254
28.950,0.4,993,52.5953
28.950,0.5,1020,54.0254
29.000,0.025,657,34.7987
29.000,0.05,698,36.9703
29.000,0.075,700,37.0763
29.000,0.125,700,37.0763
29.000,0.150,704,37.2881
