noise_percentage,confidence_factor,size_of_the_tree
20.800,0.175,47
20.800,0.1,47
20.800,0.225,131
20.800,0.25,283
20.800,0.275,320
20.800,0.2,47
20.800,0.325,446
20.800,0.350,446
20.800,0.375,570
20.800,0.3,390
20.800,0.425,631
20.800,0.45,652
20.800,0.475,652
20.800,0.4,611
20.800,0.5,652
20.850,0.025,1
20.850,0.05,1
20.850,0.075,37
20.850,0.125,48
20.850,0.150,110
20.850,0.175,142
20.850,0.1,48
20.850,0.225,156
20.850,0.25,159
20.850,0.275,420
20.850,0.2,150
20.850,0.325,462
20.850,0.350,465
20.850,0.375,528
20.850,0.3,460
20.850,0.425,601
20.850,0.45,643
20.850,0.475,643
20.850,0.4,542
20.850,0.5,663
20.900,0.025,1
20.900,0.05,40
20.900,0.075,45
20.900,0.125,53
20.900,0.150,74
20.900,0.175,74
20.900,0.1,45
20.900,0.225,74
20.900,0.25,213
20.900,0.275,222
20.900,0.2,74
20.900,0.325,385
20.900,0.350,479
20.900,0.375,493
20.900,0.3,222
20.900,0.425,620
20.900,0.45,626
20.900,0.475,682
20.900,0.4,611
20.900,0.5,682
20.950,0.025,1
20.950,0.05,1
20.950,0.075,1
20.950,0.125,46
20.950,0.150,46
20.950,0.175,46
20.950,0.1,44
20.950,0.225,198
20.950,0.25,198
20.950,0.275,204
20.950,0.2,189
20.950,0.325,498
20.950,0.350,592
20.950,0.375,605
20.950,0.3,476
20.950,0.425,683
20.950,0.45,697
20.950,0.475,697
20.950,0.4,622
20.950,0.5,697
21.000,0.025,1
21.000,0.05,1
21.000,0.075,43
21.000,0.125,59
21.000,0.150,59
21.000,0.175,59
21.000,0.1,43
21.000,0.225,142
21.000,0.25,150
21.000,0.275,373
21.000,0.2,130
21.000,0.325,442
21.000,0.350,510
21.000,0.375,563
21.000,0.3,383
21.000,0.425,708
21.000,0.45,730
21.000,0.475,730
21.000,0.4,599
21.000,0.5,730
21.050,0.025,1
21.050,0.05,1
21.050,0.075,40
21.050,0.125,43
21.050,0.150,82
21.050,0.175,82
21.050,0.1,43
21.050,0.225,209
21.050,0.25,211
21.050,0.275,484
21.050,0.2,82
21.050,0.325,545
21.050,0.350,551
21.050,0.375,565
21.050,0.3,517
21.050,0.425,610
21.050,0.45,665
21.050,0.475,686
21.050,0.4,598
21.050,0.5,686
21.100,0.025,1
21.100,0.05,1
21.100,0.075,33
21.100,0.125,40
21.100,0.150,40
21.100,0.175,50
21.100,0.1,40
21.100,0.225,105
21.100,0.25,159
21.100,0.275,395
21.100,0.2,105
21.100,0.325,552
21.100,0.350,561
21.100,0.375,567
21.100,0.3,472
21.100,0.425,625
21.100,0.45,660
21.100,0.475,660
21.100,0.4,596
21.100,0.5,671
21.150,0.025,1
21.150,0.05,36
21.150,0.075,36
21.150,0.125,36
21.150,0.150,47
21.150,0.175,47
21.150,0.1,36
21.150,0.225,146
21.150,0.25,150
21.150,0.275,396
21.150,0.2,81
21.150,0.325,520
21.150,0.350,600
21.150,0.375,609
21.150,0.3,449
21.150,0.425,669
21.150,0.45,676
21.150,0.475,676
21.150,0.4,631
21.150,0.5,676
21.200,0.025,1
21.200,0.05,1
21.200,0.075,1
21.200,0.125,38
21.200,0.150,38
21.200,0.175,38
21.200,0.1,38
21.200,0.225,109
21.200,0.25,126
21.200,0.275,275
21.200,0.2,38
21.200,0.325,503
21.200,0.350,537
21.200,0.375,547
21.200,0.3,423
21.200,0.425,633
21.200,0.45,666
21.200,0.475,671
21.200,0.4,575
21.200,0.5,680
21.250,0.025,1
21.250,0.05,1
21.250,0.075,1
21.250,0.125,58
21.250,0.150,58
21.250,0.175,108
21.250,0.1,39
21.250,0.225,124
21.250,0.25,171
21.250,0.275,179
21.250,0.2,108
21.250,0.325,465
21.250,0.350,491
21.250,0.375,491
21.250,0.3,397
21.250,0.425,580
21.250,0.45,643
21.250,0.475,655
21.250,0.4,531
21.250,0.5,675
21.300,0.025,1
21.300,0.05,26
21.300,0.075,26
21.300,0.125,26
21.300,0.150,40
21.300,0.175,40
21.300,0.1,26
21.300,0.225,202
21.300,0.25,224
21.300,0.275,259
21.300,0.2,109
21.300,0.325,505
21.300,0.350,522
21.300,0.375,583
21.300,0.3,444
21.300,0.425,618
21.300,0.45,637
21.300,0.475,671
21.300,0.4,592
21.300,0.5,671
21.350,0.025,1
21.350,0.05,1
21.350,0.075,32
21.350,0.125,32
21.350,0.150,32
21.350,0.175,32
21.350,0.1,32
21.350,0.225,93
21.350,0.25,196
21.350,0.275,257
21.350,0.2,35
21.350,0.325,393
21.350,0.350,481
21.350,0.375,560
21.350,0.3,366
21.350,0.425,622
21.350,0.45,628
21.350,0.475,650
21.350,0.4,590
21.350,0.5,650
21.400,0.025,1
21.400,0.05,37
21.400,0.075,37
21.400,0.125,50
21.400,0.150,50
21.400,0.175,50
21.400,0.1,40
21.400,0.225,157
21.400,0.25,171
21.400,0.275,494
21.400,0.2,120
21.400,0.325,527
21.400,0.350,536
21.400,0.375,583
21.400,0.3,525
21.400,0.425,658
21.400,0.45,664
21.400,0.475,664
21.400,0.4,638
21.400,0.5,664
21.450,0.025,1
21.450,0.05,1
21.450,0.075,1
21.450,0.125,41
21.450,0.150,47
21.450,0.175,41
21.450,0.1,38
21.450,0.225,200
21.450,0.25,202
21.450,0.275,234
21.450,0.2,167
21.450,0.325,506
21.450,0.350,522
21.450,0.375,545
21.450,0.3,500
21.450,0.425,598
21.450,0.45,610
21.450,0.475,641
21.450,0.4,575
21.450,0.5,662
21.500,0.025,1
21.500,0.05,1
21.500,0.075,1
21.500,0.125,34
21.500,0.150,34
21.500,0.175,34
21.500,0.1,34
21.500,0.225,53
21.500,0.25,190
21.500,0.275,458
21.500,0.2,34
21.500,0.325,502
21.500,0.350,541
21.500,0.375,581
21.500,0.3,462
21.500,0.425,637
21.500,0.45,653
21.500,0.475,653
21.500,0.4,615
21.500,0.5,653
21.550,0.025,1
21.550,0.05,1
21.550,0.075,42
21.550,0.125,51
21.550,0.150,54
21.550,0.175,54
21.550,0.1,51
21.550,0.225,321
21.550,0.25,357
21.550,0.275,363
21.550,0.2,54
21.550,0.325,443
21.550,0.350,446
21.550,0.375,498
21.550,0.3,371
21.550,0.425,557
21.550,0.45,604
21.550,0.475,656
21.550,0.4,522
21.550,0.5,656
21.600,0.025,1
21.600,0.05,1
21.600,0.075,36
21.600,0.125,78
21.600,0.150,162
21.600,0.175,162
21.600,0.1,72
21.600,0.225,183
21.600,0.25,197
21.600,0.275,331
21.600,0.2,172
21.600,0.325,513
21.600,0.350,528
21.600,0.375,567
21.600,0.3,384
21.600,0.425,612
21.600,0.45,664
21.600,0.475,683
21.600,0.4,598
21.600,0.5,683
21.650,0.025,1
21.650,0.05,1
21.650,0.075,1
21.650,0.125,31
21.650,0.150,31
21.650,0.175,31
21.650,0.1,1
21.650,0.225,37
21.650,0.25,37
21.650,0.275,292
21.650,0.2,31
21.650,0.325,435
21.650,0.350,485
21.650,0.375,525
21.650,0.3,390
21.650,0.425,565
21.650,0.45,590
21.650,0.475,601
21.650,0.4,546
21.650,0.5,601
21.700,0.025,1
21.700,0.05,1
21.700,0.075,1
21.700,0.125,52
21.700,0.150,52
21.700,0.175,52
21.700,0.1,52
21.700,0.225,56
21.700,0.25,210
21.700,0.275,244
21.700,0.2,56
21.700,0.325,504
21.700,0.350,574
21.700,0.375,581
21.700,0.3,245
21.700,0.425,713
21.700,0.45,730
21.700,0.475,730
21.700,0.4,692
21.700,0.5,730
21.750,0.025,1
21.750,0.05,1
21.750,0.075,1
21.750,0.125,43
21.750,0.150,43
21.750,0.175,50
21.750,0.1,1
21.750,0.225,103
21.750,0.25,230
21.750,0.275,306
21.750,0.2,50
21.750,0.325,460
21.750,0.350,520
21.750,0.375,551
21.750,0.3,324
21.750,0.425,589
21.750,0.45,602
21.750,0.475,641
21.750,0.4,577
21.750,0.5,641
21.800,0.025,1
21.800,0.05,1
21.800,0.075,46
21.800,0.125,49
21.800,0.150,49
21.800,0.175,49
21.800,0.1,49
21.800,0.225,140
21.800,0.25,193
21.800,0.275,385
21.800,0.2,54
21.800,0.325,478
21.800,0.350,521
21.800,0.375,557
21.800,0.3,403
21.800,0.425,648
21.800,0.45,668
21.800,0.475,683
21.800,0.4,618
21.800,0.5,683
21.850,0.025,1
21.850,0.05,1
21.850,0.075,1
21.850,0.125,48
21.850,0.150,48
21.850,0.175,53
21.850,0.1,48
21.850,0.225,185
21.850,0.25,226
21.850,0.275,483
21.850,0.2,60
21.850,0.325,504
21.850,0.350,510
21.850,0.375,588
21.850,0.3,507
21.850,0.425,673
21.850,0.45,680
21.850,0.475,680
21.850,0.4,627
21.850,0.5,680
21.900,0.025,1
21.900,0.05,1
21.900,0.075,34
21.900,0.125,34
21.900,0.150,41
21.900,0.175,41
21.900,0.1,34
21.900,0.225,45
21.900,0.25,45
21.900,0.275,340
21.900,0.2,41
21.900,0.325,440
21.900,0.350,469
21.900,0.375,494
21.900,0.3,416
21.900,0.425,569
21.900,0.45,569
21.900,0.475,601
21.900,0.4,521
21.900,0.5,601
21.950,0.025,1
21.950,0.05,1
21.950,0.075,1
21.950,0.125,50
21.950,0.150,50
21.950,0.175,78
21.950,0.1,1
21.950,0.225,152
21.950,0.25,169
21.950,0.275,488
21.950,0.2,78
21.950,0.325,546
21.950,0.350,551
21.950,0.375,581
21.950,0.3,520
21.950,0.425,673
21.950,0.45,695
21.950,0.475,726
21.950,0.4,630
21.950,0.5,726
22.000,0.025,1
22.000,0.05,1
22.000,0.075,42
22.000,0.125,42
22.000,0.150,42
22.000,0.175,44
22.000,0.1,42
22.000,0.225,268
22.000,0.25,283
22.000,0.275,300
22.000,0.2,47
22.000,0.325,385
22.000,0.350,489
22.000,0.375,508
22.000,0.3,367
22.000,0.425,576
22.000,0.45,608
22.000,0.475,608
22.000,0.4,548
22.000,0.5,608
22.050,0.025,1
22.050,0.05,1
22.050,0.075,1
22.050,0.125,45
22.050,0.150,55
22.050,0.175,71
22.050,0.1,45
22.050,0.225,202
22.050,0.25,204
22.050,0.275,223
22.050,0.2,71
22.050,0.325,549
22.050,0.350,654
22.050,0.375,675
22.050,0.3,523
22.050,0.425,684
22.050,0.45,691
22.050,0.475,691
22.050,0.4,684
22.050,0.5,691
22.100,0.025,1
22.100,0.05,1
22.100,0.075,56
22.100,0.125,69
22.100,0.150,69
22.100,0.175,69
22.100,0.1,69
22.100,0.225,69
22.100,0.25,225
22.100,0.275,302
22.100,0.2,69
22.100,0.325,578
22.100,0.350,584
22.100,0.375,628
22.100,0.3,471
22.100,0.425,689
22.100,0.45,705
22.100,0.475,705
22.100,0.4,676
22.100,0.5,705
22.150,0.025,1
22.150,0.05,1
22.150,0.075,44
22.150,0.125,51
22.150,0.150,51
22.150,0.175,51
22.150,0.1,51
22.150,0.225,143
22.150,0.25,155
22.150,0.275,337
22.150,0.2,131
22.150,0.325,381
22.150,0.350,483
22.150,0.375,491
22.150,0.3,351
22.150,0.425,556
22.150,0.45,598
22.150,0.475,613
22.150,0.4,535
22.150,0.5,624
22.200,0.025,1
22.200,0.05,1
22.200,0.075,1
22.200,0.125,1
22.200,0.150,45
22.200,0.175,57
22.200,0.1,1
22.200,0.225,68
22.200,0.25,68
22.200,0.275,213
22.200,0.2,57
22.200,0.325,445
22.200,0.350,553
22.200,0.375,560
22.200,0.3,439
22.200,0.425,591
22.200,0.45,611
22.200,0.475,645
22.200,0.4,570
22.200,0.5,645
22.250,0.025,1
22.250,0.05,1
22.250,0.075,32
22.250,0.125,32
22.250,0.150,47
22.250,0.175,47
22.250,0.1,39
22.250,0.225,230
22.250,0.25,230
22.250,0.275,292
22.250,0.2,208
22.250,0.325,487
22.250,0.350,522
22.250,0.375,547
22.250,0.3,453
22.250,0.425,621
22.250,0.45,628
22.250,0.475,647
22.250,0.4,600
22.250,0.5,647
22.300,0.025,1
22.300,0.05,1
22.300,0.075,1
22.300,0.125,44
22.300,0.150,44
22.300,0.175,44
22.300,0.1,38
22.300,0.225,215
22.300,0.25,241
22.300,0.275,259
22.300,0.2,213
22.300,0.325,460
22.300,0.350,546
22.300,0.375,599
22.300,0.3,263
22.300,0.425,666
22.300,0.45,677
22.300,0.475,689
22.300,0.4,618
22.300,0.5,689
22.350,0.025,1
22.350,0.05,1
22.350,0.075,1
22.350,0.125,39
22.350,0.150,42
22.350,0.175,66
22.350,0.1,39
22.350,0.225,124
22.350,0.25,170
22.350,0.275,170
22.350,0.2,77
22.350,0.325,543
22.350,0.350,577
22.350,0.375,616
22.350,0.3,475
22.350,0.425,710
22.350,0.45,710
22.350,0.475,728
22.350,0.4,648
22.350,0.5,728
22.400,0.025,1
22.400,0.05,1
22.400,0.075,1
22.400,0.125,57
22.400,0.150,57
22.400,0.175,63
22.400,0.1,50
22.400,0.225,263
22.400,0.25,286
22.400,0.275,300
22.400,0.2,67
22.400,0.325,492
22.400,0.350,525
22.400,0.375,561
22.400,0.3,488
22.400,0.425,616
22.400,0.45,629
22.400,0.475,640
22.400,0.4,610
22.400,0.5,658
22.450,0.025,1
22.450,0.05,1
22.450,0.075,32
22.450,0.125,42
22.450,0.150,153
22.450,0.175,166
22.450,0.1,42
22.450,0.225,190
22.450,0.25,397
22.450,0.275,418
22.450,0.2,166
22.450,0.325,452
22.450,0.350,452
22.450,0.375,486
22.450,0.3,423
22.450,0.425,624
22.450,0.45,643
22.450,0.475,643
22.450,0.4,586
22.450,0.5,660
22.500,0.025,1
22.500,0.05,44
22.500,0.075,46
22.500,0.125,46
22.500,0.150,46
22.500,0.175,46
22.500,0.1,46
22.500,0.225,138
22.500,0.25,142
22.500,0.275,356
22.500,0.2,50
22.500,0.325,471
22.500,0.350,556
22.500,0.375,580
22.500,0.3,435
22.500,0.425,681
22.500,0.45,703
22.500,0.475,703
22.500,0.4,654
22.500,0.5,703
22.550,0.025,1
22.550,0.05,1
22.550,0.075,37
22.550,0.125,37
22.550,0.150,121
22.550,0.175,153
22.550,0.1,37
22.550,0.225,162
22.550,0.25,162
22.550,0.275,230
22.550,0.2,160
22.550,0.325,467
22.550,0.350,492
22.550,0.375,515
22.550,0.3,460
22.550,0.425,624
22.550,0.45,624
22.550,0.475,624
22.550,0.4,558
22.550,0.5,638
22.600,0.025,1
22.600,0.05,1
22.600,0.075,1
22.600,0.125,38
22.600,0.150,38
22.600,0.175,38
22.600,0.1,1
22.600,0.225,165
22.600,0.25,184
22.600,0.275,221
22.600,0.2,38
22.600,0.325,481
22.600,0.350,505
22.600,0.375,520
22.600,0.3,428
22.600,0.425,598
22.600,0.45,604
22.600,0.475,647
22.600,0.4,543
22.600,0.5,658
22.650,0.025,1
22.650,0.05,1
22.650,0.075,59
22.650,0.125,59
22.650,0.150,66
22.650,0.175,66
22.650,0.1,59
22.650,0.225,164
22.650,0.25,395
22.650,0.275,455
22.650,0.2,160
22.650,0.325,507
22.650,0.350,539
22.650,0.375,555
22.650,0.3,488
22.650,0.425,583
22.650,0.45,605
22.650,0.475,605
22.650,0.4,577
22.650,0.5,605
22.700,0.025,1
22.700,0.05,1
22.700,0.075,60
22.700,0.125,79
22.700,0.150,89
22.700,0.175,192
22.700,0.1,75
22.700,0.225,254
22.700,0.25,257
22.700,0.275,316
22.700,0.2,212
22.700,0.325,591
22.700,0.350,609
22.700,0.375,637
22.700,0.3,318
22.700,0.425,692
22.700,0.45,699
22.700,0.475,727
22.700,0.4,662
22.700,0.5,727
22.750,0.025,1
22.750,0.05,1
22.750,0.075,1
22.750,0.125,28
22.750,0.150,34
22.750,0.175,102
22.750,0.1,28
22.750,0.225,111
22.750,0.25,160
22.750,0.275,263
22.750,0.2,102
22.750,0.325,571
22.750,0.350,577
22.750,0.375,619
22.750,0.3,317
22.750,0.425,717
22.750,0.45,723
22.750,0.475,723
22.750,0.4,649
22.750,0.5,723
22.800,0.025,1
22.800,0.05,1
22.800,0.075,1
22.800,0.125,48
22.800,0.150,127
22.800,0.175,127
22.800,0.1,48
22.800,0.225,193
22.800,0.25,264
22.800,0.275,272
22.800,0.2,136
22.800,0.325,501
22.800,0.350,520
22.800,0.375,517
22.800,0.3,501
22.800,0.425,616
22.800,0.45,654
22.800,0.475,660
22.800,0.4,579
22.800,0.5,660
22.850,0.025,1
22.850,0.05,1
22.850,0.075,1
22.850,0.125,1
22.850,0.150,114
22.850,0.175,114
22.850,0.1,1
22.850,0.225,144
22.850,0.25,162
22.850,0.275,391
22.850,0.2,136
22.850,0.325,561
22.850,0.350,571
22.850,0.375,595
22.850,0.3,447
22.850,0.425,640
22.850,0.45,667
22.850,0.475,667
22.850,0.4,604
22.850,0.5,678
22.900,0.025,1
22.900,0.05,1
22.900,0.075,1
22.900,0.125,34
22.900,0.150,34
22.900,0.175,136
22.900,0.1,34
22.900,0.225,163
22.900,0.25,167
22.900,0.275,167
22.900,0.2,153
22.900,0.325,462
22.900,0.350,505
22.900,0.375,528
22.900,0.3,177
22.900,0.425,649
22.900,0.45,656
22.900,0.475,656
22.900,0.4,622
22.900,0.5,678
22.950,0.025,1
22.950,0.05,1
22.950,0.075,40
22.950,0.125,64
22.950,0.150,83
22.950,0.175,83
22.950,0.1,40
22.950,0.225,125
22.950,0.25,158
22.950,0.275,444
22.950,0.2,98
22.950,0.325,463
22.950,0.350,496
22.950,0.375,509
22.950,0.3,452
22.950,0.425,578
22.950,0.45,610
22.950,0.475,622
22.950,0.4,547
22.950,0.5,622
23.000,0.025,1
23.000,0.05,1
23.000,0.075,1
23.000,0.125,71
23.000,0.150,71
23.000,0.175,71
23.000,0.1,1
23.000,0.225,221
23.000,0.25,302
23.000,0.275,413
23.000,0.2,167
23.000,0.325,481
23.000,0.350,526
23.000,0.375,638
23.000,0.3,467
23.000,0.425,702
23.000,0.45,702
23.000,0.475,702
23.000,0.4,674
23.000,0.5,718
23.050,0.025,1
23.050,0.05,30
23.050,0.075,33
23.050,0.125,36
23.050,0.150,36
23.050,0.175,38
23.050,0.1,36
23.050,0.225,184
23.050,0.25,223
23.050,0.275,374
23.050,0.2,165
23.050,0.325,450
23.050,0.350,505
23.050,0.375,535
23.050,0.3,418
23.050,0.425,611
23.050,0.45,611
23.050,0.475,611
23.050,0.4,568
23.050,0.5,611
23.100,0.025,1
23.100,0.05,1
23.100,0.075,1
23.100,0.125,87
23.100,0.150,87
23.100,0.175,89
23.100,0.1,82
23.100,0.225,190
23.100,0.25,190
23.100,0.275,370
23.100,0.2,101
23.100,0.325,391
23.100,0.350,435
23.100,0.375,478
23.100,0.3,380
23.100,0.425,531
23.100,0.45,554
23.100,0.475,576
23.100,0.4,505
23.100,0.5,576
23.150,0.025,1
23.150,0.05,29
23.150,0.075,32
23.150,0.125,32
23.150,0.150,62
23.150,0.175,62
23.150,0.1,32
23.150,0.225,139
23.150,0.25,152
23.150,0.275,408
23.150,0.2,84
23.150,0.325,566
23.150,0.350,608
23.150,0.375,621
23.150,0.3,434
23.150,0.425,682
23.150,0.45,700
23.150,0.475,710
23.150,0.4,643
23.150,0.5,710
23.200,0.025,1
23.200,0.05,1
23.200,0.075,32
23.200,0.125,41
23.200,0.150,41
23.200,0.175,55
23.200,0.1,41
23.200,0.225,212
23.200,0.25,215
23.200,0.275,439
23.200,0.2,145
23.200,0.325,478
23.200,0.350,492
23.200,0.375,524
23.200,0.3,457
23.200,0.425,626
23.200,0.45,660
23.200,0.475,683
23.200,0.4,546
23.200,0.5,683
23.250,0.025,1
23.250,0.05,1
23.250,0.075,34
23.250,0.125,34
23.250,0.150,34
23.250,0.175,34
23.250,0.1,34
23.250,0.225,209
23.250,0.25,218
23.250,0.275,238
23.250,0.2,149
23.250,0.325,531
23.250,0.350,543
23.250,0.375,606
23.250,0.3,269
23.250,0.425,645
23.250,0.45,645
23.250,0.475,660
23.250,0.4,639
23.250,0.5,660
23.300,0.025,1
23.300,0.05,1
23.300,0.075,36
23.300,0.125,75
23.300,0.150,78
23.300,0.175,141
23.300,0.1,36
23.300,0.225,230
23.300,0.25,229
23.300,0.275,292
23.300,0.2,143
23.300,0.325,450
23.300,0.350,509
23.300,0.375,521
23.300,0.3,439
23.300,0.425,605
23.300,0.45,650
23.300,0.475,696
23.300,0.4,562
23.300,0.5,696
23.350,0.025,1
23.350,0.05,1
23.350,0.075,39
23.350,0.125,42
23.350,0.150,42
23.350,0.175,42
23.350,0.1,39
23.350,0.225,224
23.350,0.25,255
23.350,0.275,444
23.350,0.2,42
23.350,0.325,533
23.350,0.350,565
23.350,0.375,603
23.350,0.3,485
23.350,0.425,692
23.350,0.45,706
23.350,0.475,706
23.350,0.4,635
23.350,0.5,706
23.400,0.025,1
23.400,0.05,31
23.400,0.075,52
23.400,0.125,54
23.400,0.150,65
23.400,0.175,65
23.400,0.1,54
23.400,0.225,67
23.400,0.25,109
23.400,0.275,242
23.400,0.2,67
23.400,0.325,481
23.400,0.350,510
23.400,0.375,565
23.400,0.3,471
23.400,0.425,681
23.400,0.45,681
23.400,0.475,688
23.400,0.4,608
23.400,0.5,688
23.450,0.025,1
23.450,0.05,1
23.450,0.075,35
23.450,0.125,41
23.450,0.150,41
23.450,0.175,41
23.450,0.1,41
23.450,0.225,140
23.450,0.25,238
23.450,0.275,299
23.450,0.2,140
23.450,0.325,422
23.450,0.350,478
23.450,0.375,498
23.450,0.3,415
23.450,0.425,601
23.450,0.45,608
23.450,0.475,608
23.450,0.4,584
23.450,0.5,608
23.500,0.025,1
23.500,0.05,1
23.500,0.075,39
23.500,0.125,39
23.500,0.150,101
23.500,0.175,124
23.500,0.1,39
23.500,0.225,187
23.500,0.25,192
23.500,0.275,396
23.500,0.2,164
23.500,0.325,556
23.500,0.350,612
23.500,0.375,612
23.500,0.3,446
23.500,0.425,646
23.500,0.45,678
23.500,0.475,678
23.500,0.4,620
23.500,0.5,678
23.550,0.025,1
23.550,0.05,1
23.550,0.075,37
23.550,0.125,48
23.550,0.150,48
23.550,0.175,147
23.550,0.1,48
23.550,0.225,175
23.550,0.25,178
23.550,0.275,202
23.550,0.2,161
23.550,0.325,225
23.550,0.350,486
23.550,0.375,562
23.550,0.3,218
23.550,0.425,621
23.550,0.45,687
23.550,0.475,721
23.550,0.4,585
23.550,0.5,721
23.600,0.025,1
23.600,0.05,41
23.600,0.075,41
23.600,0.125,41
23.600,0.150,41
23.600,0.175,41
23.600,0.1,41
23.600,0.225,188
23.600,0.25,195
23.600,0.275,193
23.600,0.2,52
23.600,0.325,534
23.600,0.350,565
23.600,0.375,578
23.600,0.3,368
23.600,0.425,683
23.600,0.45,696
23.600,0.475,708
23.600,0.4,629
23.600,0.5,708
23.650,0.025,1
23.650,0.05,1
23.650,0.075,1
23.650,0.125,48
23.650,0.150,48
23.650,0.175,48
23.650,0.1,48
23.650,0.225,172
23.650,0.25,180
23.650,0.275,180
23.650,0.2,48
23.650,0.325,499
23.650,0.350,573
23.650,0.375,592
23.650,0.3,458
23.650,0.425,694
23.650,0.45,708
23.650,0.475,720
23.650,0.4,632
23.650,0.5,720
23.700,0.025,1
23.700,0.05,1
23.700,0.075,1
23.700,0.125,48
23.700,0.150,89
23.700,0.175,89
23.700,0.1,48
23.700,0.225,98
23.700,0.25,146
23.700,0.275,173
23.700,0.2,91
23.700,0.325,476
23.700,0.350,527
23.700,0.375,539
23.700,0.3,393
23.700,0.425,630
23.700,0.45,630
23.700,0.475,630
23.700,0.4,609
23.700,0.5,653
23.750,0.025,1
23.750,0.05,1
23.750,0.075,1
23.750,0.125,1
23.750,0.150,1
23.750,0.175,41
23.750,0.1,1
23.750,0.225,153
23.750,0.25,163
23.750,0.275,423
23.750,0.2,141
23.750,0.325,453
23.750,0.350,522
23.750,0.375,638
23.750,0.3,446
23.750,0.425,692
23.750,0.45,733
23.750,0.475,733
23.750,0.4,671
23.750,0.5,744
23.800,0.025,1
23.800,0.05,1
23.800,0.075,1
23.800,0.125,99
23.800,0.150,107
23.800,0.175,110
23.800,0.1,75
23.800,0.225,215
23.800,0.25,246
23.800,0.275,429
23.800,0.2,211
23.800,0.325,505
23.800,0.350,546
23.800,0.375,600
23.800,0.3,448
23.800,0.425,665
23.800,0.45,672
23.800,0.475,683
23.800,0.4,648
23.800,0.5,683
23.850,0.025,1
23.850,0.05,1
23.850,0.075,65
23.850,0.125,65
23.850,0.150,65
23.850,0.175,65
23.850,0.1,65
23.850,0.225,69
23.850,0.25,133
23.850,0.275,133
23.850,0.2,65
23.850,0.325,472
23.850,0.350,518
23.850,0.375,615
23.850,0.3,374
23.850,0.425,645
23.850,0.45,678
23.850,0.475,678
23.850,0.4,633
23.850,0.5,678
23.900,0.025,1
23.900,0.05,1
23.900,0.075,37
23.900,0.125,45
23.900,0.150,48
23.900,0.175,48
23.900,0.1,37
23.900,0.225,245
23.900,0.25,252
23.900,0.275,277
23.900,0.2,148
23.900,0.325,541
23.900,0.350,574
23.900,0.375,587
23.900,0.3,303
23.900,0.425,596
23.900,0.45,616
23.900,0.475,616
23.900,0.4,596
23.900,0.5,616
23.950,0.025,1
23.950,0.05,1
23.950,0.075,53
23.950,0.125,56
23.950,0.150,56
23.950,0.175,56
23.950,0.1,56
23.950,0.225,169
23.950,0.25,179
23.950,0.275,209
23.950,0.2,163
23.950,0.325,232
23.950,0.350,464
23.950,0.375,474
23.950,0.3,228
23.950,0.425,539
23.950,0.45,539
23.950,0.475,569
23.950,0.4,510
23.950,0.5,569
24.000,0.025,1
24.000,0.05,34
24.000,0.075,37
24.000,0.125,43
24.000,0.150,43
24.000,0.175,46
24.000,0.1,43
24.000,0.225,217
24.000,0.25,229
24.000,0.275,377
24.000,0.2,46
24.000,0.325,516
24.000,0.350,521
24.000,0.375,539
24.000,0.3,514
24.000,0.425,615
24.000,0.45,623
24.000,0.475,629
24.000,0.4,571
24.000,0.5,629
24.050,0.025,1
24.050,0.05,33
24.050,0.075,33
24.050,0.125,33
24.050,0.150,33
24.050,0.175,39
24.050,0.1,33
24.050,0.225,96
24.050,0.25,159
24.050,0.275,247
24.050,0.2,43
24.050,0.325,482
24.050,0.350,495
24.050,0.375,548
24.050,0.3,431
24.050,0.425,557
24.050,0.45,594
24.050,0.475,605
24.050,0.4,548
24.050,0.5,620
24.100,0.025,1
24.100,0.05,1
24.100,0.075,1
24.100,0.125,52
24.100,0.150,76
24.100,0.175,78
24.100,0.1,42
24.100,0.225,316
24.100,0.25,286
24.100,0.275,318
24.100,0.2,87
24.100,0.325,588
24.100,0.350,588
24.100,0.375,622
24.100,0.3,554
24.100,0.425,659
24.100,0.45,698
24.100,0.475,713
24.100,0.4,646
24.100,0.5,713
24.150,0.025,1
24.150,0.05,1
24.150,0.075,1
24.150,0.125,39
24.150,0.150,53
24.150,0.175,197
24.150,0.1,39
24.150,0.225,216
24.150,0.25,279
24.150,0.275,330
24.150,0.2,199
24.150,0.325,538
24.150,0.350,603
24.150,0.375,647
24.150,0.3,531
24.150,0.425,710
24.150,0.45,717
24.150,0.475,738
24.150,0.4,666
24.150,0.5,738
24.200,0.025,1
24.200,0.05,1
24.200,0.075,1
24.200,0.125,48
24.200,0.150,64
24.200,0.175,64
24.200,0.1,48
24.200,0.225,216
24.200,0.25,226
24.200,0.275,424
24.200,0.2,150
24.200,0.325,471
24.200,0.350,476
24.200,0.375,542
24.200,0.3,464
24.200,0.425,668
24.200,0.45,681
24.200,0.475,681
24.200,0.4,611
24.200,0.5,681
24.250,0.025,1
24.250,0.05,1
24.250,0.075,42
24.250,0.125,45
24.250,0.150,125
24.250,0.175,125
24.250,0.1,45
24.250,0.225,135
24.250,0.25,199
24.250,0.275,509
24.250,0.2,129
24.250,0.325,561
24.250,0.350,599
24.250,0.375,604
24.250,0.3,545
24.250,0.425,643
24.250,0.45,651
24.250,0.475,651
24.250,0.4,628
24.250,0.5,651
24.300,0.025,1
24.300,0.05,35
